x,x,x,x,x,x,x,x,f
0.95081,-0.22622,0.89418,0.86072,0.29921,-1.5861,-1.3625,-1.1235,-0.16431
0.73868,0.72901,-0.37814,1.3068,1.3741,-0.13713,-0.14391,0.37464,1.3795
1.3969,1.0311,-1.2011,0.65283,-0.07203,-1.4955,-1.3203,-0.33329,-0.13305
0.83062,-1.3844,1.4964,-1.106,0.65274,1.6349,-0.28145,1.2801,-0.44926
0.73345,1.2424,-1.2975,0.57336,-1.4546,-0.3968,-0.54845,-1.2883,-1.7336
-0.7425,1.0162,-0.29925,0.16795,1.2547,1.7028,1.6377,-1.1251,-0.37398
1.5176,1.304,1.1764,-0.63859,0.24976,-1.3424,-0.30998,0.83143,-0.88768
0.24671,1.2324,0.50799,-0.55262,-1.6757,1.5949,-1.3204,-0.27532,-0.73569
0.050229,-0.32547,1.3235,1.2239,-0.373,-0.43686,1.7119,-1.4187,0.22469
0.17819,-1.214,-0.70915,0.33382,0.54909,-0.47004,-0.31965,1.5542,0.40445
-1.0743,0.74907,0.077162,-0.44632,-1.6332,0.84505,0.15821,-1.0372,-0.0055139
0.70098,-0.32207,-1.5088,-0.76756,-0.6982,-1.4,0.95363,-1.382,-0.88684
-0.90767,-0.84643,0.64459,-0.17774,0.2671,0.78083,-0.056471,-1.5464,-0.76371
1.3083,0.98015,0.050804,0.73153,1.6877,1.5093,-1.0852,1.389,1.1737
0.49886,-1.4211,1.247,0.38368,0.43463,-0.40392,-0.29829,-1.2842,-0.57026
-1.2372,1.2897,-1.4341,-0.17812,0.61245,-1.1637,-1.013,-0.007802,-0.68426
1.291,-1.5281,-0.24563,1.55,1.5743,0.38375,1.2542,0.81031,-0.60163
0.77999,-0.91112,-0.0071813,0.1313,0.099715,0.17121,0.6965,-1.2489,-0.66208
-1.3825,-1.6139,1.4269,0.82454,1.6586,1.4022,0.9742,-1.0004,-0.45921
-0.60874,0.64924,-1.0011,-0.12113,-0.44138,1.2917,1.461,-1.2621,0.43529
0.47634,-1.7106,-0.80801,1.6077,-0.29274,-0.26375,-0.96136,1.5229,1.3221
0.80009,0.57802,1.4853,1.2678,0.57947,-1.0542,-1.4055,1.0441,-0.22835
-1.3451,1.2252,0.86094,-0.87969,-1.0777,-0.15721,0.021101,-1.5169,-0.13806
-0.67938,-1.0723,0.69469,0.1804,-1.4118,-0.025822,-1.2854,0.38071,1.1907
1.4759,1.6902,0.21091,-0.71223,-0.9744,-1.0186,-0.15569,0.055014,-0.13057
1.6274,-1.671,0.68955,0.004139,-0.48063,0.97249,-0.31003,1.2901,0.94117
1.0445,-0.88019,0.74157,1.4849,-0.7317,0.84015,1.034,-1.4298,0.054099
-0.036077,-1.335,1.6049,-1.3394,-0.13614,1.5004,0.3231,1.4037,0.047315
0.81777,-0.99896,1.1902,1.198,-0.43497,-0.051539,0.67626,-1.0452,-0.52068
0.22578,-1.1195,-0.40225,-0.67631,-1.4367,1.5906,1.0701,0.87749,1.241
-0.81039,1.4945,1.1131,-1.0279,1.2293,0.81543,1.3094,0.14987,-0.032786
-0.71886,-1.3982,-0.19584,-0.21344,-1.0761,-1.425,-0.75622,-1.5179,0.26451
0.73006,-0.86097,-1.3025,-1.6067,-1.2616,1.4208,0.61053,-0.60165,2.066
-0.53295,0.74683,0.69061,0.57191,-0.19472,-0.55385,0.1484,0.5126,0.96837
0.77727,0.23873,-1.4837,1.5181,-1.3692,-0.56423,-0.44545,1.0085,0.48021
1.5732,-0.92963,0.21983,-0.66809,-0.89988,-0.61935,-0.14703,1.4781,-1.2795
-0.2138,-1.3983,0.086589,0.47689,-0.21415,0.82484,-0.34434,0.81391,0.97435
-1.6864,1.1124,-0.076961,1.5398,-0.80736,1.1759,0.58592,-1.2848,0.37433
-0.92277,-0.97883,1.2487,0.21824,-0.61855,1.044,-0.3157,-1.3565,-1.3995
-0.65133,-0.55163,-0.06103,1.2862,0.82268,1.3363,0.50947,1.478,-0.97146
0.44359,-1.1498,-0.46806,0.57027,-0.07278,-0.87089,-0.52949,0.54231,0.99242
-0.68979,-1.7211,1.5739,0.39998,0.66947,-0.35295,-0.66447,0.70325,0.56698
0.16847,0.55921,0.62891,-1.5536,-0.3646,0.64643,0.56554,0.95348,0.7418
1.7066,-1.7047,-0.80386,-1.3519,1.4029,1.3415,-1.5817,-1.3073,1.7427
1.0646,-1.0029,-0.80449,0.88301,1.3589,0.85778,-1.2409,-1.4373,0.75546
-0.56558,-0.7216,-0.65459,-0.99609,-0.31391,-0.13994,0.51834,-1.3967,0.74617
0.88117,-0.95389,0.80815,-1.6835,0.20005,-1.0435,-0.87242,-1.1181,-1.4826
-0.74616,0.38124,0.028719,-0.84417,-0.52783,0.83455,-1.1131,-0.53898,0.78346
0.43179,0.317,-1.4743,0.33094,0.21063,0.60048,-0.48464,-0.99842,-0.40061
1.3084,-1.6503,0.46411,-1.1067,-1.6685,0.71308,-1.1828,0.80885,-1.4078
0.19235,0.70993,-0.097175,0.64187,-0.18607,-0.34913,-0.078728,-0.84111,0.14782
1.6922,-0.99925,-1.5798,-0.75984,-1.2342,0.68075,0.98604,0.016409,1.128
-0.45997,-0.38224,0.8036,-0.72913,-1.5424,1.4274,-0.74519,1.5904,-0.33051
-1.0776,0.56526,-0.063972,0.46748,-0.67907,1.4246,1.5851,0.81158,-0.64519
-0.017665,0.32015,-0.061795,0.15723,-0.46984,1.3076,0.19585,-1.6855,-1.0141
0.59087,0.79754,-1.6814,0.75224,-1.1444,-1.1691,0.86385,-0.56829,-2.6477
-0.96248,-0.92693,1.4325,-0.98798,1.3587,-1.5598,-1.0631,1.2338,-1.1418
-1.0973,-1.6191,0.91119,0.11201,1.3718,1.1645,-0.6632,-0.22573,-0.187
-1.1053,0.94018,-0.044386,-0.041553,0.45795,0.62789,1.5791,-1.222,-2.4992
0.3495,-1.4099,0.19164,-0.29185,0.57432,-1.4598,-0.27884,-0.10821,0.052082
0.91747,-0.64627,1.1148,-0.46634,-1.3933,-1.2014,-0.15367,-0.3248,0.41128
0.25159,-0.75697,1.4244,-0.74069,1.3219,0.46355,-0.54719,1.1926,-0.13374
1.3702,1.5366,-1.4357,1.1917,0.145,1.3094,-0.23393,1.2046,0.12192
-1.0406,1.4092,-0.87806,-1.1366,1.2001,-0.80992,0.60892,0.33159,1.3199
1.6283,0.65651,-1.7274,-1.4002,-0.41041,1.4951,-0.70831,0.21767,-0.77536
-0.55367,-1.0049,1.4409,-1.5041,-0.64611,-1.6998,-1.0896,1.2222,-2.6384
-1.3855,-1.2401,-1.3833,-0.094537,-1.5568,0.003827,-1.2998,-1.3089,-0.88505
0.96076,-0.80258,-0.95261,0.46271,1.3913,-1.6183,-0.027688,0.73246,-0.22847
-0.38907,-0.54618,1.4478,-1.3262,0.022017,0.33607,1.119,-1.1236,-0.79342
-0.094176,-1.1097,-0.97988,-1.5076,0.13033,0.35289,1.3797,-1.6931,-0.18987
0.97403,1.661,-0.7204,-1.0119,-0.57044,0.94217,0.5898,1.2346,0.36568
-1.062,1.4287,-1.2643,-1.2536,0.80391,0.53872,0.033749,-1.0408,0.64644
1.4393,0.9958,1.1709,-0.46523,-0.28015,-1.1915,-1.5584,-1.1069,-0.49798
1.5132,1.6301,1.7097,0.69894,1.2885,0.30177,1.594,-1.1303,-0.34847
-0.27288,-1.5987,-1.1772,-1.7046,-1.0039,1.1712,1.0942,-1.551,1.7839
1.5798,1.3948,1.5462,1.6207,0.41196,-0.052841,1.4775,-0.82688,0.04845
-0.61057,-0.63758,-0.18333,-0.67923,1.3935,0.25615,-1.197,0.96992,-0.19358
1.6531,0.94746,-1.387,0.47528,-1.3335,1.4231,-0.10492,-0.38851,0.31691
0.86993,-1.6834,-0.25762,0.084987,-1.0155,0.30951,-0.13109,0.65606,0.53945
-0.58138,0.48844,-0.68698,0.34954,1.3182,0.10973,1.3954,-0.22062,-0.80258
1.0499,-0.80128,-0.64459,-1.4135,-0.73243,-0.51438,-0.014092,-0.74014,-0.54633
1.2877,-1.0846,-0.68737,-0.29185,0.21563,-0.60708,-1.4401,0.66846,-1.6289
1.3883,0.64131,0.63827,-0.74832,-1.1529,1.4069,-1.4351,1.6675,-0.92653
0.50129,1.2567,-1.0876,-0.73878,-0.99066,0.20605,-0.10523,-0.10644,-1.246
-0.11745,-1.1331,1.2825,-0.42491,-1.5627,0.87289,0.64201,1.0322,-0.19467
1.3643,0.51664,-0.54591,1.2844,-0.51626,0.79827,-1.3602,1.6622,0.41549
-1.0066,-0.9012,-0.43438,1.574,-1.6285,-1.6968,-1.6246,-0.98425,2.4862
1.3735,1.0702,-1.3085,0.063332,0.78812,0.53903,0.86473,0.91269,0.65679
-0.57473,-1.1274,-1.2181,1.0389,1.4154,1.3492,-0.43929,0.73346,1.3309
-0.99001,1.0108,-1.5941,-1.4079,-1.1798,-1.1136,1.5239,-0.82435,-0.78897
-0.53309,-1.0185,0.21366,-1.5245,0.42816,0.070342,-1.4238,1.462,-3.1184
1.6821,-0.11292,1.4117,0.098691,0.57433,-0.67655,1.5852,0.27331,0.1835
1.3187,-1.3312,0.33995,0.62729,-0.94382,1.4252,-0.61896,-0.98678,-0.90697
-0.25107,1.2636,0.30185,0.2416,-0.57484,-0.91879,0.40214,0.32166,1.0817
-0.80429,1.5293,0.15498,0.68589,-1.1347,0.29361,0.40923,-1.2922,-1.3987
1.3206,-0.082559,1.5841,-1.7114,-1.2688,1.1116,0.47621,-0.45192,0.54141
0.060615,1.3067,1.2515,1.4134,-0.71715,-0.59162,0.15362,1.2254,0.93748
0.70068,1.0174,-1.5126,0.022141,0.54461,1.2952,0.6606,-1.667,-1.4731
-1.254,0.078314,-0.89285,-0.34125,0.56137,-0.19803,-0.4813,0.50405,1.2825
1.6202,-0.93043,-1.3283,-1.0528,-0.97811,1.1572,-1.4205,-0.97748,-0.72164
0.32148,0.52206,-1.0395,-1.2291,-0.95577,-1.4202,1.4281,-0.98651,-0.75969
-0.31377,1.2661,-0.19781,-1.5096,0.70007,0.65214,1.2024,-1.5336,-0.83515
0.055141,-1.2159,1.1351,-1.4662,0.16328,-0.54524,-1.4238,0.63946,-1.7264
0.62212,0.98959,-0.50806,0.95907,-0.31945,1.4971,-1.1046,1.4991,0.018073
-1.2827,1.6828,0.2173,1.2659,1.6675,1.4835,0.17167,0.62689,-1.1387
-1.7085,-0.58628,-0.46838,0.78805,-0.46874,1.6986,1.5687,1.2188,-0.07522
1.2655,-1.4143,0.52083,-0.29171,-0.52449,-1.0943,0.42607,-1.6668,0.49283
-0.061768,-0.41664,1.1421,1.0919,-0.53943,-0.44472,-0.79985,1.2569,0.65744
1.4049,0.11441,-0.86643,1.204,-0.55011,-1.3885,-0.6669,1.5755,0.24936
-0.67282,-0.66126,-1.2804,1.1478,0.70745,-1.5159,-0.38308,-1.2036,0.84885
1.398,-0.20838,-1.6407,-1.5291,0.50854,-0.43761,0.91449,-1.6246,-0.12067
0.96871,1.0421,0.90783,0.91728,-0.28734,-0.2357,0.42676,-1.703,-1.0074
0.6237,-0.87549,0.93577,-0.60771,-0.63815,0.90229,0.99828,-0.81751,-0.76463
-0.48461,1.4263,-0.7482,1.1923,-0.73365,0.85529,-0.48548,-1.4248,-1.0543
1.1568,0.15235,-0.2794,-0.53826,-1.6296,-0.47544,0.939,-1.7304,0.1399
-0.73923,0.74608,1.0841,-0.69463,-1.0073,-1.5299,-0.30625,-1.2333,0.32409
1.4147,0.88765,-1.1666,-0.54443,-1.5479,1.5701,-1.1441,-1.3436,-0.25792
-0.31152,0.48088,-0.88071,-1.4321,0.49229,-1.1577,-0.46425,0.29818,-1.4011
1.2703,-0.43025,-0.75986,1.2653,-1.4787,-0.19512,-1.2589,-0.52238,0.80936
0.89769,-1.0976,-1.0084,0.50469,0.24339,1.5194,-1.2477,-1.3151,0.12014
1.4532,0.49468,-0.39367,-0.58869,0.055238,-0.66657,-0.54812,-1.5403,0.2834
-1.3142,0.60378,1.3756,-1.3216,-1.1506,0.81883,0.87484,1.4737,0.10735
-0.1394,0.13229,1.5751,-0.78781,-1.5352,1.3878,0.44199,0.85725,-0.56505
1.0784,0.66718,0.62662,0.46693,-0.094406,-0.34121,1.3344,-0.77366,-0.44995
0.088492,1.0928,-0.55888,-0.68003,-0.63111,1.556,-0.40977,0.63653,0.12362
-0.40279,-1.1221,-0.047848,1.5694,-0.54411,-1.6517,-0.76373,1.6234,0.56922
-1.343,1.2834,-1.1873,1.3388,-0.7446,-0.71356,0.65363,-1.4966,-1.6147
-0.2759,0.12817,-0.62347,0.19137,-0.043891,-0.15196,0.058672,-0.85686,0.37306
1.4403,0.75921,0.60322,-0.77542,-1.2983,-0.83219,1.0275,0.098658,-0.23446
-1.6185,0.28359,-0.68969,0.33498,0.16285,-1.0336,-0.94593,-0.00015829,0.56495
-0.93445,1.7305,-0.57843,0.63646,-0.24611,-0.35667,1.1696,1.3168,0.036267
1.0431,0.37017,1.1959,-1.6121,-1.1219,1.3891,0.82386,-1.4677,0.73493
0.52823,1.029,0.6867,1.2027,0.074151,0.50085,-0.26665,-0.16707,-0.010675
-0.25673,-0.82442,1.6335,-0.21332,1.6877,-1.3489,1.1954,0.76426,-0.0439
1.1683,-1.0547,-0.82927,1.3388,0.021178,1.6403,-0.9724,-0.48925,-0.55625
-0.8901,0.022592,0.85147,1.2663,0.96046,-0.79081,-0.42107,0.39157,0.59731
-1.3731,-0.87496,-0.31607,-1.5779,-1.2234,0.42302,-1.101,-1.1415,-0.56964
0.44119,0.86856,-1.1403,-0.17027,-0.78491,1.7088,0.29649,-0.1661,0.2987
1.3639,0.92934,-0.23943,0.74018,1.5584,0.5724,-0.062355,-1.4049,-0.010749
-1.3898,0.6591,1.3652,1.6439,-1.5846,1.0946,-0.072854,-0.12326,0.99776
-1.0566,0.65665,-0.54117,1.1813,0.86487,-1.5919,-1.145,1.1242,-1.6943
-0.53802,0.69758,-0.59391,0.91253,-0.013393,0.021308,0.64478,-1.6728,-1.2871
-1.4484,0.10152,1.1283,1.6743,1.2235,0.13283,-0.88995,-0.4085,-0.77206
-1.7211,-0.74369,0.74435,-0.54151,-1.4396,-1.0524,1.6491,-1.2482,0.17803
0.070804,0.18565,-1.2645,1.2296,-0.31437,-0.74603,1.2368,1.1807,-0.84483
1.6243,-1.4298,-0.62998,-1.2649,-0.55423,-1.3333,-0.39447,-1.4793,-0.98746
0.33903,1.1247,-1.6636,1.5803,1.3991,-0.016479,0.30574,-0.42946,0.94317
-1.7037,1.6285,1.2904,1.5153,-1.6888,-0.057565,1.2613,-0.71124,0.79559
1.684,1.1531,-1.6681,1.5346,0.014583,0.7349,0.44384,-1.2637,0.10143
-1.4039,-0.0079835,0.98837,0.16708,1.6617,0.56971,-1.1995,-1.2369,-0.85486
-1.0782,-0.98115,0.73732,-0.10356,0.40975,0.4492,-0.33772,0.032153,1.2475
-0.89872,0.29032,0.48666,-1.6351,-0.012977,-1.7096,0.28437,0.94118,-2.6402
0.48572,0.088609,-1.3271,0.44476,-0.92535,1.6898,-1.1215,-1.2029,-1.1936
-1.0533,1.415,0.72232,0.94341,0.78413,-0.32101,-1.3917,-1.175,0.62385
1.345,0.58894,-1.3382,-1.6629,-0.85244,0.17246,-1.6237,-1.6757,-1.9343
0.13132,1.6115,0.051216,-1.5501,-1.1192,-0.34865,-0.012482,1.1759,-1.1716
0.56558,0.99264,0.41634,-1.2712,-0.98687,0.88096,0.40909,0.54924,0.75828
-1.3148,-0.40134,-0.44325,1.6067,0.51824,-1.6923,0.71443,0.60167,1.3605
-0.81493,-0.47592,0.60151,-0.5666,-1.2443,-0.43198,-0.65194,0.90135,-0.022484
-0.95596,-1.492,-1.7226,-1.238,-1.2409,-1.0005,-1.2725,-1.3375,-0.25497
0.49148,0.60144,-0.23113,0.64925,0.33761,-0.83812,-1.7001,1.6971,-2.0446
-1.4592,1.5618,0.44098,0.017585,-0.15534,1.3813,1.2843,-0.22325,-1.7042
0.17417,-0.4629,-1.5292,0.51977,-1.4266,0.98668,0.3682,0.8746,-1.8099
1.4379,-0.10645,-0.28515,0.71249,-1.2585,0.35933,-1.2995,1.5316,0.68213
1.5148,0.63991,1.2368,0.66759,-0.89388,-1.1894,1.1112,-0.42424,0.15262
-0.46691,1.7251,-1.3653,1.2112,-0.17728,1.3378,-0.36607,0.79161,-0.90819
0.15018,1.5959,1.2708,1.3048,1.3467,0.71962,-1.2416,-1.6443,-0.19889
0.16335,1.4945,-1.5035,-0.056766,-0.43874,-1.6684,0.40326,-1.4542,-0.78538
0.0014255,0.41714,-0.13241,-0.21801,1.7032,0.61391,0.2544,-0.81407,-0.11556
-0.8264,0.089999,-0.51042,-1.3835,-1.2164,0.38928,1.3771,0.97735,0.81588
0.28407,1.3444,0.78956,0.2712,-1.6953,1.2536,-1.4117,-1.641,-1.3468
-0.91766,-0.78789,-1.518,-1.6225,1.1634,1.2772,1.0125,-1.4458,-1.9339
-0.65204,1.5498,-0.043322,1.3163,0.58034,-1.4965,0.59723,-1.2644,0.4358
1.5784,1.2976,0.28016,-0.90544,1.0443,1.2778,1.4001,1.6396,0.80538
-0.25867,1.165,0.68818,-0.23772,-1.0244,-0.59968,-1.6751,1.6349,-0.38086
0.50744,-0.80841,0.40682,-1.6691,-0.8979,0.42211,-0.073958,-0.0032957,0.41997
0.85659,1.4353,0.64149,0.15107,-1.4716,0.64994,0.077253,0.1802,-0.51481
-1.0562,-0.45458,-0.18649,-1.2872,-0.41919,0.44966,1.5933,-1.6113,-0.054754
0.76933,0.26666,-1.2433,1.0756,-0.50683,1.6027,0.068072,1.1555,-1.3323
-0.49749,0.56471,1.1622,-0.064402,0.17892,0.10242,-0.71059,-1.1082,0.37146
-0.10501,-0.16521,0.58186,-1.3876,0.37658,0.55426,-1.0571,1.6098,-1.3347
0.40713,-0.67829,-1.6304,0.90047,0.80936,-0.17808,-0.87877,1.5728,-0.51312
-0.0082344,-1.6894,1.5614,-1.4443,-0.61711,-0.75825,1.0858,0.78176,0.95447
-0.7885,0.047475,1.6046,1.5644,-0.15523,-0.2992,0.11686,0.47856,-0.9548
1.6852,-0.31689,-1.1002,0.82291,0.75963,0.75509,-0.41136,1.6364,0.95896
-0.22925,-1.2691,0.42931,1.0448,-1.5325,1.4798,-0.1332,-1.3484,-0.88164
-1.5503,0.82659,-0.70849,-1.6759,-0.39606,0.7502,-1.5953,-0.69553,-0.57725
1.5627,1.6561,0.71686,1.3585,1.0437,-1.4422,1.081,-0.30251,1.6993
1.683,-0.75299,0.71904,0.51402,-0.52447,0.30193,-0.67234,1.5503,0.23813
-0.038542,-0.49017,0.9651,-0.46793,1.1658,-1.6781,-1.4236,0.7483,-1.8393
-1.489,0.07461,-0.3046,0.41682,0.11355,-0.24313,1.6981,0.42129,-0.15657
-0.47418,-0.32499,1.0049,0.72559,-0.55768,0.83989,-1.1823,-1.133,-0.53104
-0.74121,0.48837,-0.99554,-0.85373,-0.37589,0.7506,1.4,-1.1272,-0.13219
-1.5581,0.094849,-0.012598,-1.2338,-0.43174,0.6438,0.98464,-0.49198,1.159
1.4637,0.85545,-1.522,0.36718,0.90337,1.7085,-1.3952,-0.26317,0.88685
-1.3246,-0.78636,-1.0417,1.0364,-1.0896,-0.41674,1.2816,0.0068944,-1.4082
-0.057909,0.46028,0.0027724,0.92835,-0.7221,0.50159,0.034165,-1.1002,-1.8795
-0.01772,-1.4284,1.6813,0.13675,1.3094,0.65137,0.90442,-0.95122,-1.0173
0.55224,-0.18896,-0.23256,1.395,-1.2667,-0.82256,-1.0361,0.61196,1.6465
-1.1964,1.4846,0.93082,1.0974,0.8593,-0.57026,0.28695,0.77702,0.40851
1.6072,1.5069,-0.67102,-0.52482,-0.039547,-0.47461,-1.507,-1.6423,0.089961
-1.3699,0.83301,1.6837,-0.64794,0.36173,-1.6825,0.92079,1.4765,0.42298
1.2185,-0.87769,0.85358,1.2391,1.5817,0.67563,0.7773,-1.423,-1.6291
0.76446,0.99238,0.10577,-1.4975,1.2119,0.10148,-0.3041,0.14749,1.0749
-0.99147,-0.67078,-1.4833,-1.424,-1.6843,-0.93309,-1.4807,0.83854,1.6498
1.5017,0.82773,0.50203,-1.0683,0.87527,1.5726,0.42624,1.5165,0.87165
-0.47253,-1.5559,-0.48341,1.455,-0.13063,1.6328,0.48448,-0.91587,0.39439
-0.50973,0.35527,-1.1768,-0.94387,1.6235,0.51244,1.1649,0.54175,0.60334
-0.73944,0.53741,-0.65389,1.0753,-0.15562,1.0969,1.4407,0.0051581,-0.16899
1.0654,-0.96947,-1.2326,0.52642,-1.3085,0.87938,-0.46794,-1.2277,-0.84366
-0.93961,-1.4468,-0.27613,-1.0836,-1.3839,0.0044377,-1.3673,0.45466,-0.69353
1.6307,-0.34307,-0.24242,-0.56073,-0.17635,-0.60564,-1.5405,-0.53091,-1.0841
-0.58407,-1.4599,0.28151,-0.48251,-0.22364,-1.4368,0.45446,-1.0394,1.1869
0.31424,-1.5765,-0.33344,0.64788,0.19134,-1.6596,0.7058,-1.2729,1.1827
1.3248,-0.89505,0.174,-0.15281,0.95299,-0.5201,0.63513,-0.86569,0.84796
1.6203,1.3484,-0.46605,-0.8894,-0.23864,-0.19733,1.6945,-0.89183,0.97741
-0.76384,1.1376,-0.065475,-0.00055811,-0.55626,-0.36467,-0.16813,0.30076,0.90764
0.37753,-0.45715,-1.4094,-0.019778,-1.0492,-1.2481,-1.2597,-1.2312,0.20149
1.1357,-0.21205,-1.2472,1.4067,0.5557,1.4906,-1.6001,-0.8565,0.26088
0.63204,0.4823,-0.81701,-0.97374,-0.57941,0.67708,-0.22646,-1.6128,-0.14871
-0.46727,0.029672,-1.0416,0.19169,-1.0344,-0.75299,-0.97522,1.1716,0.9573
1.6892,-1.6006,0.25959,-0.69569,0.83801,-0.81819,-0.78866,-0.67542,-0.22728
-1.0771,0.24114,-1.1522,-0.9732,1.4647,1.5151,-0.87672,0.37619,1.6831
-1.1653,-1.4894,-0.75988,-1.2806,0.9855,0.75444,-1.3275,-1.1523,1.6808
-1.683,0.19529,0.32557,-1.4147,-1.106,-1.2735,0.2446,-1.6191,-0.2745
0.50667,-0.44313,0.97067,1.1381,1.0302,-0.9957,0.63753,-0.64506,-0.48656
-0.99507,-0.31473,-1.0271,-1.0757,0.24358,0.71161,0.64788,-0.83657,0.4688
-1.2857,-1.6413,0.42438,-1.4454,-1.5324,-0.82673,-1.3066,-0.60001,-1.7217
-0.11392,0.96334,-0.349,0.86579,0.3306,0.40825,-0.32385,-0.50763,0.28778
1.5129,-0.78935,-0.24022,-0.7623,0.35061,0.017217,0.42839,0.17669,1.5161
0.84697,0.607,0.56703,0.15928,-0.070509,0.13595,-0.55579,-0.55073,0.79465
1.6278,-1.1292,-0.30336,0.15884,-0.99152,1.6686,-0.23142,1.1947,0.09868
1.3321,0.43321,0.89196,1.5756,0.94366,-1.0121,0.35697,0.61145,0.61644
-1.6077,-0.2968,0.80662,0.88445,-0.23541,0.60535,0.186,1.2894,0.16035
0.92682,-1.2553,-1.1448,-0.51989,0.14998,1.6055,-1.5467,0.78669,1.0554
-0.19868,-0.80321,0.65395,-0.96542,0.64777,-1.5412,0.66843,0.43273,0.012892
-0.40465,-1.5525,1.5879,-1.2541,1.4288,0.086711,1.3326,-0.48168,-0.4803
-1.0619,0.72346,1.6886,0.18689,1.6068,0.73414,-1.6598,-0.068192,0.46669
-0.61002,-0.56853,0.85411,0.23029,0.56583,1.4695,0.81576,-1.014,-1.4216
-1.7293,0.58122,0.26653,1.0343,-0.4596,0.072025,-1.1129,-0.59691,0.85695
-1.1116,1.5225,0.12939,-1.2212,0.096183,1.0938,-1.6307,-0.27032,0.86573
-1.4431,-0.31674,-0.33299,-0.70657,-0.44478,-0.74094,-0.80605,-1.034,0.29308
-0.46443,-0.4297,1.4646,-1.3471,-0.99332,0.96556,-0.2167,1.1311,0.55742
-0.84096,0.87011,0.56188,0.52929,0.84356,0.52105,-1.4189,-0.96396,0.71587
0.14371,-0.0069657,1.321,-1.1686,1.4996,-1.6247,0.2787,-0.86338,-0.0202
-1.6947,1.5176,-0.94706,-0.30765,-0.93803,-0.81985,-0.69455,1.278,0.046941
0.934,0.69773,0.89792,0.68082,-1.4161,-1.6072,1.6951,-0.23543,-0.53378
1.2018,1.0685,-0.52992,-1.6417,-0.036156,-1.1903,0.17157,-1.5741,-0.13245
-1.1538,0.66187,-1.0557,-1.4409,1.0254,0.65184,-0.29249,-0.12404,1.6608
1.6644,-1.3693,1.6894,-0.034619,0.49138,0.55456,0.4337,-0.53443,-0.14628
1.4203,-0.22495,1.3955,-0.94013,-0.61294,-1.5478,-0.46047,-1.1259,-0.073046
-0.80318,1.5491,0.60248,-1.6288,-0.21514,1.2958,-0.8347,-0.66043,1.256
1.4045,1.3027,0.9806,-0.49929,-0.26856,0.54345,-1.372,1.2584,-0.15826
-0.099255,-0.36932,-1.6576,1.6421,1.4427,-0.79034,0.69625,1.694,0.23507
-1.6324,0.38386,1.4783,1.3631,1.3783,-0.084239,-1.6858,-1.7024,-1.457
-0.54145,-0.69879,-0.49949,-0.40415,-1.5009,-0.73469,-0.31672,1.5376,0.42274
0.53032,1.3668,-1.6245,-0.50724,1.6877,1.4079,0.76783,-1.6989,-2.4294
-0.90106,-0.95768,0.29674,-0.5555,-0.88114,0.33642,-0.84281,-0.88723,0.6947
-0.20774,-1.6212,0.95541,0.91655,-0.64223,-0.49187,-0.14137,1.2203,1.0374
1.5884,1.0634,0.1396,1.0527,-0.76512,1.1406,-1.648,0.83675,0.90619
0.52064,0.97729,1.433,-1.0429,-1.0947,0.43172,0.81173,0.59839,0.54444
0.89517,0.3372,-1.2632,0.4416,-0.62584,-0.18122,-0.016251,1.6914,-0.4035
0.41536,0.095502,-1.5084,0.62692,-0.3773,-1.4755,-1.022,1.3004,-0.34054
-1.0586,-0.66608,0.2105,0.81624,-1.0673,-0.57932,-0.69389,0.48115,1.7435
-0.87702,-0.65793,1.7017,1.5341,-0.78462,-0.33713,0.85288,-1.398,0.6203
-1.4061,0.48099,1.5658,-0.72861,0.1493,-1.5942,1.4551,-1.0593,0.011817
1.4209,0.86407,1.1847,0.86143,-1.4236,-0.44716,-0.18968,-1.4668,-0.59114
1.1038,1.4188,-1.069,1.5645,0.50886,1.3178,-1.028,-0.87769,0.56877
-1.3149,-0.8861,-1.439,0.58511,0.52308,-0.90646,-0.63765,0.68932,0.32407
1.4843,0.070693,-1.4862,1.3395,0.60895,-1.0811,-1.4647,-0.59479,-0.57513
-1.5413,-1.1921,-0.91101,-1.3691,1.1506,0.26787,0.016712,-0.99381,1.7543
-0.75515,-0.48643,-0.63878,-0.57001,0.94016,-0.34947,0.57267,-0.19927,1.8703
1.1441,-0.48702,0.83332,-0.43166,0.66085,1.3914,1.6654,0.38964,-0.92854
-1.2643,1.0961,-1.2002,0.17899,-0.63395,1.2868,-0.77852,1.7227,-0.26366
-0.27553,0.39138,-0.25079,1.007,-0.50659,0.82283,0.75059,1.1878,-1.5429
-1.4103,0.66006,0.28533,-1.4479,-1.7044,-0.97783,0.5906,-1.4694,-0.16911
1.3589,-1.4212,-0.51669,1.1207,0.44173,0.057128,-0.84572,-0.96984,1.3806
0.33659,-1.4146,-1.2027,-0.35523,-0.5319,-1.2424,-1.4857,0.098863,-0.048134
-0.44933,1.0614,0.44331,-0.15071,-0.72625,0.13544,-1.387,1.6624,-0.022276
0.20853,-0.45794,-0.9398,0.92106,-0.026481,-1.7119,-0.65717,0.91866,-0.15503
0.76785,1.4767,-1.4802,0.52843,1.5983,-1.1753,-1.6805,0.43674,-3.2724
0.92848,0.81521,-1.1829,1.6907,-1.2588,-0.79816,0.58025,-1.1588,-1.9177
-1.1158,-1.3866,1.2615,-1.353,1.3436,0.018707,-0.55839,-1.0137,-0.30787
