x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,f
428.8,22.799,-0.46992,-0.05449,0.25311,-2.2104,5.5698,0.013049,0.43398,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.093252
562.8,-25.201,0.16008,-0.13449,-0.14689,1.7896,10.57,0.004049,0.63398,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.093252
-367.2,-29.201,-0.48992,-0.09449,-0.74689,3.7896,7.5698,0.002049,-1.066,0.00035048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.20448
-166.2,-13.201,0.38008,-0.03449,1.6531,6.7896,1.5698,-0.009951,-0.46602,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.14732
-524.2,14.799,0.16008,0.08551,1.7531,1.7896,-10.43,-0.016951,-0.26602,-0.00014952,-0.00014585,-0.00014583,-0.00014346,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,-0.041959
-147.2,2.7988,0.070076,0.06551,0.35311,-4.2104,-3.4302,0.006049,-0.066022,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.14732
140.8,-31.201,-0.30992,-0.12449,1.1531,5.7896,7.5698,-0.003951,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.14732
-245.2,18.799,0.12008,0.04551,-1.4469,2.7896,-9.4302,0.005049,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.20448
-31.204,4.7988,-0.029924,0.02551,0.15311,1.7896,-5.4302,-0.00095096,-0.066022,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.20448
-149.2,-8.2012,0.38008,0.04551,1.5531,4.7896,-10.43,-0.003951,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.093252
-313.2,22.799,0.050076,0.04551,1.0531,3.7896,-7.4302,-0.007951,-0.56602,0.00025048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.20448
15.796,-17.201,-0.41992,-0.07449,0.35311,4.7896,3.5698,-0.001951,0.033978,0.00035048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,0.053351
-386.2,28.799,-0.089924,0.08551,-0.046894,2.7896,-7.4302,4.90E-05,-0.66602,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,0.51766
224.8,42.799,0.35008,0.08551,-0.64689,-6.2104,-2.4302,0.014049,-0.066022,-4.95E-05,5.42E-05,5.42E-05,5.65E-05,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,0.097803
324.8,24.799,0.45008,0.13551,-0.54689,-2.2104,-11.43,0.017049,-0.46602,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.093252
-91.204,23.799,0.50008,-0.19449,1.5531,6.7896,21.57,0.003049,-2.766,0.00045048,0.00045415,0.00045417,0.00055654,9.24E-06,-1.81E-08,-0.0001966,-3.01E-08,0.00055658,-0.39863
-155.2,-18.201,0.34008,-0.00449,-1.1469,-2.2104,2.5698,0.018049,-0.066022,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.14732
-219.2,-3.2012,0.32008,-0.10449,1.1531,2.7896,5.5698,-0.002951,0.033978,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.093252
-178.2,20.799,0.040076,0.05551,-0.44689,-4.2104,-0.43021,0.008049,-0.066022,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,0.053351
-184.2,-5.2012,-0.36992,-0.07449,-0.84689,-4.2104,3.5698,-0.006951,1.734,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,-0.041959
278.8,45.799,-0.35992,0.05551,-0.34689,-2.2104,-4.4302,-0.00095096,0.033978,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,-0.093252
-206.2,-7.2012,0.45008,-0.08449,-0.24689,-0.21037,-0.43021,0.008049,1.734,0.00015048,0.00025415,0.00025417,0.00025654,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.041959
299.8,-29.201,-0.15992,-0.08449,-0.84689,1.7896,6.5698,0.001049,0.033978,0.00025048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.14732
270.8,-39.201,0.28008,-0.15449,-0.34689,0.78963,15.57,0.006049,-0.26602,5.05E-05,5.42E-05,5.42E-05,0.00015654,-0.00019076,-1.81E-08,-0.0001966,-3.01E-08,0.00015658,0.0068313
-70.204,22.799,0.28008,0.02551,0.25311,4.7896,-8.4302,-0.002951,-0.066022,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.14732
-67.204,-8.2012,-0.47992,-0.20449,0.15311,3.7896,14.57,-0.002951,0.63398,0.00045048,0.00035415,0.00035417,0.00025654,9.24E-06,-1.81E-08,0.0002034,-3.01E-08,0.00025658,-0.39863
406.8,-7.2012,0.070076,0.04551,-0.54689,4.7896,-11.43,0.008049,-1.966,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.093252
141.8,-2.2012,-0.29992,0.01551,0.85311,-1.2104,-3.4302,-0.012951,-0.46602,-0.00024952,-0.00024585,-0.00024583,-0.00024346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00024342,-0.041959
-50.204,17.799,-0.16992,0.06551,-0.74689,-1.2104,-4.4302,0.008049,-0.16602,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.72351
-150.2,5.7988,-0.14992,-0.01449,1.5531,5.7896,-4.4302,-0.007951,-0.066022,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.20448
8.7958,11.799,0.22008,-0.03449,0.55311,4.7896,-1.4302,0.005049,-0.066022,0.00035048,0.00045415,0.00045417,0.00045654,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.093252
-133.2,14.799,0.14008,-0.15449,-0.14689,2.7896,7.5698,-0.006951,1.234,-4.95E-05,-0.00014585,-0.00014583,-0.00014346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,0.29451
-100.2,26.799,-0.25992,0.05551,1.6531,-3.2104,-0.43021,0.007049,-0.46602,-0.00034952,-0.00024585,-0.00024583,-0.00024346,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,-0.00024342,0.18118
104.8,-19.201,-0.37992,-0.08449,0.25311,-1.2104,8.5698,-0.013951,0.033978,-0.00014952,-0.00034585,-0.00034583,-0.00034346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,-0.093252
-309.2,82.799,0.17008,0.13551,-0.64689,3.7896,-20.43,-0.001951,0.23398,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.093252
339.8,21.799,0.13008,-0.09449,-0.24689,3.7896,5.5698,0.002049,-0.16602,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.093252
-42.204,-3.2012,0.28008,-0.07449,0.65311,3.7896,3.5698,0.004049,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.14732
103.8,-1.2012,-0.26992,-0.09449,0.35311,-1.2104,9.5698,-0.001951,0.033978,5.05E-05,-4.58E-05,-4.58E-05,-4.35E-05,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.14732
-444.2,16.799,0.32008,0.07551,-0.54689,-2.2104,-7.4302,0.016049,0.23398,0.00015048,0.00025415,0.00025417,0.00025654,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.20448
-172.2,6.7988,-0.39992,0.00551,1.2531,5.7896,-5.4302,-0.018951,-0.066022,0.00015048,5.42E-05,5.42E-05,5.65E-05,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.32964
-98.204,7.7988,0.34008,0.13551,-0.54689,-8.2104,2.5698,0.014049,-0.16602,-0.0010495,-0.00074585,-0.00074583,-0.00074346,-0.00039076,-1.81E-08,3.40E-06,-3.01E-08,-0.00074342,0.67588
-326.2,66.799,-0.51992,-0.08449,1.1531,-3.2104,11.57,-0.025951,-0.96602,-0.00034952,-0.00054585,-0.00054583,-0.00054346,0.00020924,-1.81E-08,3.40E-06,-3.01E-08,-0.00054342,-0.2651
-64.204,-27.201,-0.099924,0.19551,0.25311,-9.2104,-2.4302,-0.020951,-0.066022,-0.0018495,-0.0018458,-0.0018458,-0.0018435,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.0018434,0.51766
-15.204,-7.2012,-0.31992,-0.01449,-0.84689,-1.2104,2.5698,-0.007951,-0.16602,-0.00064952,-0.00074585,-0.00074583,-0.00074346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00074342,0.62587
-3.2042,-29.201,0.22008,0.08551,-0.84689,-10.21,7.5698,0.030049,-0.36602,-4.95E-05,5.42E-05,5.42E-05,5.65E-05,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,0.0068313
-64.204,-43.201,-0.29992,0.00551,1.3531,0.78963,-1.4302,-0.011951,-0.16602,-0.00064952,-0.00064585,-0.00064583,-0.00064346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00064342,0.67588
78.796,-11.201,-0.33992,-0.09449,0.15311,3.7896,5.5698,-0.003951,-0.066022,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,0.053351
-440.2,0.79878,-0.42992,-0.09449,0.45311,2.7896,5.5698,0.006049,0.33398,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.39863
-39.204,-8.2012,0.37008,0.03551,0.053106,-0.21037,-0.43021,-0.003951,-0.46602,-0.00024952,-0.00024585,-0.00024583,-0.00024346,9.24E-06,-1.81E-08,-0.0001966,-3.01E-08,-0.00024342,0.3963
48.796,1.7988,-0.11992,-0.10449,0.55311,4.7896,6.5698,0.003049,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.14732
-219.2,19.799,-0.73992,0.01551,-1.2469,2.7896,-1.4302,-0.005951,-1.266,5.05E-05,-4.58E-05,-4.58E-05,-4.35E-05,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,0.22041
263.8,-1.2012,0.38008,0.00551,-0.84689,-1.2104,-0.43021,0.018049,-0.066022,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,0.0068313
52.796,-32.201,0.18008,-0.09449,-0.34689,3.7896,6.5698,0.008049,-0.066022,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,0.053351
-214.2,-16.201,-0.20992,-0.01449,-0.34689,4.7896,-3.4302,-0.001951,-0.066022,0.00025048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,0.18118
521.8,22.799,0.16008,0.05551,0.85311,5.7896,-11.43,-0.003951,-0.66602,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,0.0068313
-101.2,7.7988,-0.079924,-0.02449,0.95311,-1.2104,4.5698,-0.016951,-0.46602,-0.00014952,-0.00024585,-0.00024583,-0.00024346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00024342,-0.20448
149.8,-16.201,0.44008,-0.01449,-0.24689,-2.2104,4.5698,0.002049,-0.26602,-0.00044952,-0.00034585,-0.00034583,-0.00034346,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.48867
-248.2,-1.2012,0.15008,0.07551,0.15311,-6.2104,0.56979,0.012049,0.23398,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.3296
-269.2,-2.2012,0.56008,0.10551,0.25311,-5.2104,1.5698,0.012049,-1.466,-0.00044952,-0.00034585,-0.00034583,-0.00014346,-0.00019076,-1.81E-08,-0.0003966,-3.01E-08,-0.00014342,0.22041
-350.2,-13.201,0.21008,0.22551,-0.34689,-9.2104,-5.4302,0.003049,-0.26602,-0.00094952,-0.00094585,-0.00094583,-0.00094346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00094342,0.42804
-344.2,10.799,0.26008,0.03551,-1.3469,3.7896,-7.4302,0.009049,-0.066022,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,0.25815
625.8,21.799,-0.55992,0.07551,0.85311,1.7896,-5.4302,0.002049,-2.766,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.041959
355.8,7.7988,0.11008,-0.02449,1.1531,3.7896,-4.4302,-0.020951,0.73398,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.041959
78.796,-9.2012,-0.48992,-0.09449,0.053106,0.78963,8.5698,0.007049,-0.16602,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.14732
322.8,-13.201,0.29008,0.05551,0.55311,-2.2104,-6.4302,-0.005951,-0.066022,-0.00084952,-0.00064585,-0.00064583,-0.00064346,-0.00029076,-1.81E-08,3.40E-06,-3.01E-08,-0.00064342,0.62587
25.796,-15.201,0.22008,0.13551,2.3531,1.7896,-9.4302,-0.056951,-2.566,-0.00074952,-0.00074585,-0.00074583,-0.00074346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00074342,-0.041959
-272.2,13.799,-0.56992,0.02551,-1.7469,-4.2104,2.5698,0.026049,0.033978,0.00035048,0.00025415,0.00025417,0.00015654,9.24E-06,-1.81E-08,0.0001034,-3.01E-08,0.00015658,0.053351
-254.2,-16.201,0.23008,0.02551,0.75311,0.78963,-3.4302,-0.013951,-0.46602,-0.00014952,-0.00014585,-0.00014583,-0.00014346,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,-0.093252
-101.2,-2.2012,-0.089924,0.06551,-0.54689,-2.2104,-4.4302,-0.001951,-0.066022,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.25815
20.796,-6.2012,-0.18992,-0.13449,1.0531,4.7896,14.57,-0.010951,-0.96602,0.00025048,0.00015415,0.00015417,0.00015654,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.20448
-282.2,1.7988,-0.36992,0.06551,0.55311,-1.2104,-5.4302,-0.029951,-0.26602,-0.00054952,-0.00054585,-0.00054583,-0.00054346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00054342,-0.14732
84.796,39.799,0.64008,0.15551,0.75311,-9.2104,-6.4302,-0.00095096,0.23398,-0.0011495,-0.00094585,-0.00094583,-0.00064346,-0.00029076,-1.81E-08,-0.0003966,-3.01E-08,-0.00064342,0.36351
164.8,38.799,0.42008,0.11551,-0.44689,-3.2104,-9.4302,0.012049,0.033978,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.041959
473.8,49.799,0.10008,-0.04449,-0.84689,-1.2104,6.5698,0.013049,-0.16602,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,0.097803
-219.2,-59.201,-0.28992,-0.26449,-0.24689,-2.2104,30.57,0.021049,-0.76602,0.00035048,0.00035415,0.00035417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.47274
-104.2,22.799,-0.069924,0.05551,-0.34689,4.7896,-11.43,-0.003951,0.033978,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.2651
370.8,-0.20122,0.040076,-0.03449,0.25311,1.7896,2.5698,-0.00095096,-0.26602,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.093252
-173.2,-10.201,0.37008,0.03551,0.75311,-5.2104,3.5698,0.008049,-0.066022,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.36351
-33.204,-17.201,0.47008,0.07551,-0.34689,-7.2104,2.5698,0.028049,-0.26602,-0.00024952,5.42E-05,5.42E-05,5.65E-05,-0.00039076,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,0.25815
242.8,22.799,0.040076,-0.10449,-1.1469,-4.2104,14.57,0.032049,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,0.097803
-371.2,44.799,0.22008,0.18551,-0.84689,-0.21037,-21.43,0.004049,0.033978,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.20448
-132.2,-28.201,-0.52992,-0.10449,-0.046894,4.7896,5.5698,-0.011951,0.23398,0.00015048,5.42E-05,5.42E-05,5.65E-05,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.14732
229.8,45.799,-0.079924,-0.01449,-0.64689,4.7896,-2.4302,0.003049,-0.16602,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.041959
-4.2042,-40.201,-0.38992,-0.17449,0.053106,2.7896,17.57,0.003049,-0.56602,0.00035048,0.00025415,0.00025417,0.00025654,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.20448
-27.204,-14.201,0.22008,-0.02449,-0.24689,4.7896,-2.4302,-0.001951,-0.066022,0.00025048,0.00025415,0.00025417,0.00025654,-9.08E-05,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,0.053351
-478.2,-7.2012,-0.44992,0.19551,-1.5469,-2.2104,-12.43,0.011049,0.13398,-0.00074952,-0.00074585,-0.00074583,-0.00074346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00074342,0.85413
-138.2,-0.20122,-0.13992,0.11551,-0.54689,-2.2104,-7.4302,-0.003951,-0.16602,-0.00064952,-0.00064585,-0.00064583,-0.00064346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00064342,0.54583
-149.2,-11.201,-0.069924,-0.01449,-1.7469,-7.2104,6.5698,0.013049,1.434,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.20448
-410.2,-9.2012,-0.19992,0.04551,1.0531,-3.2104,-2.4302,-0.011951,-0.16602,-0.00024952,-0.00034585,-0.00034583,-0.00034346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,-0.20448
-214.2,5.7988,-0.17992,0.12551,0.65311,-1.2104,-13.43,-0.005951,-0.26602,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,-0.14732
-108.2,-17.201,-0.55992,-0.06449,0.053106,3.7896,2.5698,-0.027951,0.033978,5.05E-05,-4.58E-05,-4.58E-05,-0.00024346,0.00010924,-1.81E-08,0.0002034,-3.01E-08,-0.00024342,-0.2651
-4.2042,-13.201,-0.069924,-0.01449,0.55311,3.7896,-2.4302,-0.007951,0.033978,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.14732
2.7958,6.7988,0.11008,-0.07449,-0.24689,1.7896,3.5698,0.006049,0.13398,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.093252
-255.2,7.7988,-0.0099241,0.01551,-0.046894,1.7896,-4.4302,4.90E-05,0.033978,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.20448
-254.2,29.799,0.080076,0.00551,-0.24689,4.7896,-5.4302,-0.001951,0.033978,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.20448
-221.2,-2.2012,-0.29992,0.00551,0.15311,-2.2104,1.5698,-0.001951,0.033978,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.20448
-36.204,-1.2012,0.18008,0.25551,-0.84689,-10.21,-4.4302,0.008049,-0.16602,-0.0013495,-0.0013458,-0.0013458,-0.0013435,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.0013434,0.81246
-129.2,-26.201,-0.31992,-0.04449,0.35311,-2.2104,8.5698,-0.007951,-0.76602,-0.00034952,-0.00034585,-0.00034583,-0.00034346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00034342,0.18118
475.8,-3.2012,-0.22992,-0.01449,1.3531,-5.2104,7.5698,-0.018951,0.033978,-0.0012495,-0.0012458,-0.0012458,-0.0012435,9.24E-06,-1.81E-08,-9.66E-05,-3.01E-08,-0.0012434,0.48867
-197.2,31.799,0.070076,-0.16449,-0.84689,3.7896,24.57,0.014049,-2.966,0.00055048,0.00055415,0.00055417,0.00055654,9.24E-06,-1.81E-08,-9.66E-05,-3.01E-08,0.00055658,-0.20448
175.8,17.799,-0.22992,-0.14449,0.35311,3.7896,11.57,-0.010951,-0.46602,0.00015048,0.00015415,0.00015417,0.00015654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00015658,-0.14732
518.8,-11.201,-0.089924,-0.08449,-0.54689,0.78963,4.5698,-0.00095096,0.93398,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,0.053351
89.796,-42.201,0.78008,-0.00449,-0.34689,-5.2104,7.5698,0.030049,-0.16602,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,0.25815
-140.2,-18.201,0.020076,0.00551,-1.0469,-1.2104,1.5698,0.028049,-0.96602,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.32964
-168.2,-8.2012,0.17008,0.06551,0.25311,4.7896,-11.43,-0.006951,-0.36602,0.00025048,0.00025415,0.00025417,0.00025654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.20448
401.8,19.799,0.34008,-0.00449,0.65311,4.7896,-4.4302,0.004049,0.13398,0.00045048,0.00045415,0.00045417,0.00045654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00045658,-0.041959
-256.2,-4.2012,0.13008,0.12551,0.25311,-2.2104,-14.43,-0.009951,0.13398,-0.00014952,-0.00014585,-0.00014583,-0.00014346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00014342,0.0068313
379.8,-14.201,0.42008,0.19551,-0.34689,-7.2104,-10.43,0.009049,-0.76602,-0.00074952,-0.00054585,-0.00054583,-0.00034346,-0.00029076,-1.81E-08,-0.0003966,-3.01E-08,-0.00034342,0.29451
-23.204,-35.201,0.25008,-0.13449,-0.54689,-4.2104,0.56979,0.005049,3.734,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.093252
-26.204,2.7988,0.16008,0.21551,0.053106,-4.2104,-14.43,-0.009951,0.33398,-0.0011495,-0.0011458,-0.0011458,-0.0011435,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.0011434,0.65119
179.8,28.799,-0.28992,-0.12449,-0.54689,2.7896,7.5698,0.011049,0.33398,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.093252
49.796,-20.201,0.24008,0.09551,0.55311,-1.2104,-8.4302,0.001049,-0.36602,-4.95E-05,5.42E-05,5.42E-05,5.65E-05,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.093252
-285.2,-18.201,-0.20992,0.13551,0.65311,-4.2104,-8.4302,-0.017951,-0.16602,-0.00064952,-0.00074585,-0.00074583,-0.00074346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00074342,0.22041
-290.2,-32.201,-0.56992,0.04551,-0.34689,-4.2104,2.5698,-0.013951,-0.16602,-0.00034952,-0.00034585,-0.00034583,-0.00044346,0.00010924,-1.81E-08,0.0001034,-3.01E-08,-0.00044342,-0.20448
-118.2,17.799,-0.039924,-0.00449,0.45311,3.7896,-4.4302,-0.004951,0.033978,0.00015048,0.00025415,0.00025417,0.00025654,-0.00019076,-1.81E-08,3.40E-06,-3.01E-08,0.00025658,-0.20448
-112.2,1.7988,-0.53992,0.04551,-0.24689,-2.2104,-4.4302,-0.007951,0.033978,-0.00024952,-0.00024585,-0.00024583,-0.00024346,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-0.00024342,-0.041959
-320.2,25.799,-0.57992,0.26551,-0.14689,0.78963,-31.43,0.003049,-0.76602,5.05E-05,5.42E-05,5.42E-05,5.65E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,5.66E-05,-0.14732
375.8,-12.201,0.23008,0.00551,0.25311,0.78963,-1.4302,-0.011951,-0.46602,-4.95E-05,-4.58E-05,-4.58E-05,-4.35E-05,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,-4.34E-05,-0.041959
430.8,-16.201,-0.41992,-0.12449,0.55311,-1.2104,13.57,-0.022951,0.13398,-0.00054952,-0.00064585,-0.00064583,-0.00064346,0.00010924,-1.81E-08,3.40E-06,-3.01E-08,-0.00064342,0.18118
556.8,-40.201,-0.10992,-0.10449,1.4531,3.7896,2.5698,0.003049,1.334,0.00035048,0.00035415,0.00035417,0.00035654,9.24E-06,-1.81E-08,3.40E-06,-3.01E-08,0.00035658,-0.14732
